"15 FEB 2026","","","","SALES BY CUSTOMER BY PRODUCT CODE",
"21:29:33","","","","PERIOD: 01/01/21 through 12/31/21",

"Cust No","Customer Name","Prod Code","Product Type Desc","Inv Date","Invoice No","Job / Part","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Sales Tax","Location No","Location Name","City","State","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3",

"5187","1908 DRAUGHT HOUSE","SRVCE","SERVICE","11/29/21","SC6937","@SERVICE","135.00","91.18","43.82","32.46","","9.45","DEFAULT","1908 DRAUGHT HOUSE","WEST DES MOINES","IA","RICHT","","","","","",
"5187","1908 DRAUGHT HOUSE","SRVCE","Product Type Totals","","","","135.00","91.18","43.82","32.46","0.00","9.45",

"5187","1908 DRAUGHT HOUSE","","*** Customer Totals ***","","","","135.00","91.18","43.82","32.46","0.00","9.45",

"5711","A & W ELECTRIC INC","SRVCE","SERVICE","03/16/21","SC6593","@SERVICE","658.75","398.97","259.78","39.44","","46.12","1","FED EX - A&W ELECTRIC","DES MOINES","IA","RICHT","","","","","",
"5711","A & W ELECTRIC INC","SRVCE","SERVICE","03/25/21","SC6611","@SERVICE","233.75","141.57","92.18","39.44","","16.37","1","FED EX - A&W ELECTRIC","DES MOINES","IA","RICHT","","","","","",
"5711","A & W ELECTRIC INC","SRVCE","SERVICE","04/02/21","SC6628","@SERVICE","191.25","115.83","75.42","39.44","","","1","FED EX - A&W ELECTRIC","DES MOINES","IA","RICHT","","","","","",
"5711","A & W ELECTRIC INC","SRVCE","Product Type Totals","","","","1083.75","656.37","427.38","39.44","0.00","62.49",

"5711","A & W ELECTRIC INC","","*** Customer Totals ***","","","","1083.75","656.37","427.38","39.44","0.00","62.49",

"4617","A+ COMMUNICATIONS & SECURITY","GRAVEH","VEHICLE GRAPHICS","06/17/21","10269","@tm","966.76","379.22","587.54","60.77","","67.68","DEFAULT","A+ COMMUNICATIONS & SECURITY","DES MOINES","IA","JOEP","","","","","",
"4617","A+ COMMUNICATIONS & SECURITY","GRAVEH","VEHICLE GRAPHICS","08/05/21","10380","@tm","966.76","402.16","564.60","58.40","","67.68","DEFAULT","A+ COMMUNICATIONS & SECURITY","DES MOINES","IA","JOEP","","","","","",
"4617","A+ COMMUNICATIONS & SECURITY","GRAVEH","Product Type Totals","","","","1933.52","781.38","1152.14","59.59","0.00","135.36",

"4617","A+ COMMUNICATIONS & SECURITY","MISC","MISCELLANEOUS SALE","04/21/21","10212","@tm","89.79","30.86","58.93","65.63","","6.29","DEFAULT","A+ COMMUNICATIONS & SECURITY","DES MOINES","IA","JOEP","","","","","",
"4617","A+ COMMUNICATIONS & SECURITY","MISC","MISCELLANEOUS SALE","06/18/21","10292","@tm","55.01","22.30","32.71","59.46","","3.85","DEFAULT","A+ COMMUNICATIONS & SECURITY","DES MOINES","IA","JOEP","","","","","",
